ID,Sign_Name,OID,Parent_OID,Aka,Deprecated,Codepoints,PUA,Glyph,Unicode_Name,Source
s-o0001429-2,|GU₂×IGI@g|,o0001429,o0002753,,false,,,,,osl
s-o0002838-2,ŠIM,o0002838,o0002753,,false,,,,,osl
s-o0221885,|TA×IGI@g|,o0221885,o0002753,,false,,,,,osl
s-o0002755,|ŠIM×KUŠU₂|,o0002755,,,false,U+122CE,,𒋎,CUNEIFORM SIGN SHIM TIMES KUSHU2,osl
s-o0221959,|ŠIM×KUŠU₂+KASKAL|,o0221959,,,false,U+122CE U+1219C,,𒋎𒆜,,osl
s-o0038250,|ŠIM×(LAM.GAR)|,o0038250,,,false,,,,,osl
s-o0002756,|ŠIM×LUL|,o0002756,,,false,U+122CF,,𒋏,CUNEIFORM SIGN SHIM TIMES LUL,osl
s-o0002757,|ŠIM×MUG|,o0002757,,,false,U+122D0,,𒋐,CUNEIFORM SIGN SHIM TIMES MUG,osl
s-o0023082,|ŠIM.MUG|,o0023082,o0002757,,false,U+122C6 U+1222E,,𒋆𒈮,,osl
s-o0002758,|ŠIM×PI|,o0002758,,,false,,U+F0051,,,osl
s-o0002759,|ŠIM×SAL|,o0002759,,,false,U+122D1,,𒋑,CUNEIFORM SIGN SHIM TIMES SAL,osl
s-o0027911,|ŠIM.SAL|,o0027911,o0002759,,false,U+122C6 U+122A9,,𒋆𒊩,,osl
s-o0028085,|ŠIM×ŠE|,o0028085,,,false,,,,,osl
s-o0038306,|ŠIM×X₁|,o0038306,,,false,,,,,osl
s-o0038398,|ŠIM×X₂|,o0038398,,,false,,U+F005E,,,osl
s-o0038396,|ŠIM@g×GAR|,o0038396,,,false,,U+F0053,󰁓,,osl
s-o0027653,|ŠIM@g×KUŠU₂|,o0027653,,,false,,U+F0054,󰁔,,osl
s-o0027655,|ŠIM@g×PI|,o0027655,,,false,,U+F0055,󰁕,,osl
s-o0002839,ŠINIG,o0002839,,,false,U+122D2,,𒋒,CUNEIFORM SIGN SHINIG,osl
s-o0023039,|GAD.NAGA|,o0023039,o0002839,,false,U+120F0 U+12240,,𒃰𒉀,,osl
s-o0002840,ŠIR,o0002840,,,false,U+122D3,,𒋓,CUNEIFORM SIGN SHIR,osl
s-o0002760,|ŠIR.GI₄|,o0002760,,,false,U+122D3 U+12104,,𒋓𒄄,,osl
s-o0002761,|ŠIR.LU.SU&ŠIR.LU.SU|,o0002761,,|ŠIR.LU.KUŠ&ŠIR.LU.KUŠ|,false,U+122D3 U+121FB X U+121FB U+122E2,,𒋓𒇻X𒇻𒋢,,osl
s-o0023026,|ŠIR.UD|,o0023026,,,false,U+122D3 U+12313,,𒋓𒌓,,osl
s-o0002762,|ŠIR@t.SILA₃|,o0002762,,,true,U+122D4 U+122E1,,𒋔𒋡,,osl
s-o0002842,ŠITA,o0002842,,,false,U+122D6,,𒋖,CUNEIFORM SIGN SHITA,osl
s-o0028106,ŠITA~a,o0028106,o0002842,,false,,,,,osl
s-o0028087,|ŠITA.AN.MUŠ₃|,o0028087,,,false,U+122D6 U+1202D U+12239,,𒋖𒀭𒈹,,osl
s-o0023027,|ŠITA.GIŠ|,o0023027,,,false,U+122D6 U+12111,,𒋖𒄑,,osl
s-o0022993,|NI.DIŠ.GIŠ|,o0022993,o0023027,,false,U+1224C U+12079 U+12111,,𒉌𒁹𒄑,,osl
s-o0023001,|SAL.GIŠ|,o0023001,o0023027,,false,U+122A9 U+12111,,𒊩𒄑,,osl
s-o0002763,|ŠITA.GIŠ.TUG₂|,o0002763,,,false,U+122D6 U+12111 U+12306,,𒋖𒄑𒌆,,osl
s-o0018862,|ŠITA.GIŠ.NAM₂|,o0018862,o0002763,,false,U+122D6 U+12111 U+12247,,𒋖𒄑𒉇,,osl
s-o0028105,|ŠITA~a.GIŠ.NAM₂|,o0028105,o0002763,,false,X U+12111 U+12247,,X𒄑𒉇,,osl
s-o0038309,|ŠITA×HI|,o0038309,,,false,,,,,osl
s-o0002843,ŠITA@t,o0002843,,,false,,,,,osl
s-o0002845,ŠU,o0002845,,,false,U+122D7,,𒋗,CUNEIFORM SIGN SHU,osl
s-o0223487,ŠU@c,o0223487,o0002845,,true,,,,,osl
s-o0002765,|ŠU.AN|,o0002765,,,false,U+122D7 U+1202D,,𒋗𒀭,,osl
s-o0002766,|ŠU.BAD|,o0002766,,,false,U+122D7 U+12041,,𒋗𒁁,,osl
s-o0002787,|ŠU.KAK|,o0002787,o0002766,,false,U+122D7 U+12195,,𒋗𒆕,,osl
s-o0037995,|ŠU.BI.AŠ.A.AN|,o0037995,,|ŠU.BI.AŠ.AM₃|,false,U+122D7 U+12049 U+12038 U+12000 U+1202D,,𒋗𒁉𒀸𒀀𒀭,,osl
s-o0002767,|ŠU.BU|,o0002767,,,false,U+122D7 U+1204D,,𒋗𒁍,,osl
s-o0002770,|ŠU.DI|,o0002770,,,false,U+122D7 U+12072,,𒋗𒁲,,osl
s-o0002768,|ŠU.DI.U.U.U|,o0002768,,,false,U+122D7 U+12072 U+1230D,,𒋗𒁲𒌍,,osl
s-o0002804,|ŠU.U.U.U.DI|,o0002804,o0002768,,false,U+122D7 U+1230D U+12072,,𒋗𒌍𒁲,,osl
s-o0002769,|ŠU.DIM₂|,o0002769,,,false,U+122D7 U+12076,,𒋗𒁶,,osl
s-o0002771,|ŠU.DIŠ|,o0002771,,,false,U+122D7 U+12079,,𒋗𒁹,,osl
s-o0002772,|ŠU.EREN.ME|,o0002772,,,false,U+122D7 U+1209E U+12228,,𒋗𒂞𒈨,,osl
s-o0002780,|ŠU.GA|,o0002780,,,false,U+122D7 U+120B5,,𒋗𒂵,,osl
s-o0002774,|ŠU.GAN|,o0002774,,,false,U+122D7 U+120F6,,𒋗𒃶,,osl
s-o0002775,|ŠU.GAN₂@t|,o0002775,,,false,U+122D7 U+120F8,,𒋗𒃸,,osl
s-o0002777,|ŠU.GAR.TUR.LAL|,o0002777,,,false,U+122D7 U+120FB U+12309 U+121F2,,𒋗𒃻𒌉𒇲,,osl
s-o0018574,|GAR.ŠU.TUR|,o0018574,o0002777,,false,U+120FB U+122D7 U+12309,,𒃻𒋗𒌉,,osl
s-o0031542,|GAR.ŠU.TUR.LAL|,o0031542,o0002777,,false,U+120FB U+122D7 U+12309 U+121F2,,𒃻𒋗𒌉𒇲,,osl
s-o0002779,|ŠU.GAR|,o0002779,o0002777,,false,U+122D7 U+120FB,,𒋗𒃻,,osl
s-o0002778,|ŠU.GAR.TUR.RU.LAL|,o0002778,o0002777,,false,U+122D7 U+120FB U+12309 U+12292 U+121F2,,𒋗𒃻𒌉𒊒𒇲,,osl
s-o0002803,|ŠU.TUR|,o0002803,o0002777,,false,U+122D7 U+12309,,𒋗𒌉,,osl
s-o0002776,|ŠU.GAR.TUR.LAL.BI|,o0002776,,,false,U+122D7 U+120FB U+12309 U+121F2 U+12049,,𒋗𒃻𒌉𒇲𒁉,,osl
s-o0152709,|ŠU.GAR.TUR|,o0152709,o0002776,,false,U+122D7 U+120FB U+12309,,𒋗𒃻𒌉,,osl
s-o0152708,|ŠU.GAR.TUR.LAL.EŠ₂|,o0152708,o0002776,,false,U+122D7 U+120FB U+12309 U+121F2 U+120A0,,𒋗𒃻𒌉𒇲𒂠,,osl
s-o0002791,|ŠU.LAL.TUR|,o0002791,o0002776,,false,U+122D7 U+121F2 U+12309,,𒋗𒇲𒌉,,osl
s-o0038349,|ŠU.ME.GAR.BI|,o0038349,o0002776,,false,U+122D7 U+12228 U+120FB U+12049,,𒋗𒈨𒃻𒁉,,osl
s-o0002783,|ŠU.GI|,o0002783,,,false,U+122D7 U+12100,,𒋗𒄀,,osl
s-o0002781,|ŠU.GI%GI|,o0002781,,,false,U+122D7 U+12103,,𒋗𒄃,,osl
s-o0002782,|ŠU.GIR₂@g|,o0002782,,,false,U+122D7 U+12109,,𒋗𒄉,,osl
s-o0002785,|ŠU.HA|,o0002785,,,false,U+122D7 U+12129,,𒋗𒄩,,osl
s-o0002784,|ŠU.HA@g|,o0002784,o0002785,,false,U+122D7 U+1212B,,𒋗𒄫,,osl
s-o0002786,|ŠU.KAD₄|,o0002786,,,false,U+122D7 U+12192,,𒋗𒆒,,osl
s-o0027738,|ŠU.KAD₅|,o0027738,o0002786,,false,U+122D7 U+12193,,𒋗𒆓,,osl
s-o0002788,|ŠU.KAL|,o0002788,,,false,U+122D7 U+12197,,𒋗𒆗,,osl
s-o0023028,|ŠU.KUL.UŠ.MAŠ|,o0023028,,,false,U+122D7 U+121B0 U+12351 U+12226,,𒋗𒆰𒍑𒈦,,osl
s-o0002790,|ŠU.LAGAB|,o0002790,,,false,U+122D7 U+121B8,,𒋗𒆸,,osl
s-o0002789,|ŠU.LAGAB.NA|,o0002789,,,false,U+122D7 U+121B8 U+1223E,,𒋗𒆸𒈾,,osl
s-o0002794,|ŠU.LU₂|,o0002794,,,false,U+122D7 U+121FD,,𒋗𒇽,,osl
s-o0002792,|ŠU.LUGAL|,o0002792,,,false,U+122D7 U+12217,,𒋗𒈗,,osl
s-o0002793,|ŠU.LUL|,o0002793,,,false,U+122D7 U+1221C,,𒋗𒈜,,osl
s-o0002795,|ŠU.ME.EREN|,o0002795,,,false,U+122D7 U+12228 U+1209E,,𒋗𒈨𒂞,,osl
s-o0002797,|ŠU.MIN|,o0002797,,,false,U+122D7 U+1222B,,𒋗𒈫,,osl
s-o0002796,|ŠU.MIN.ME.U.U.U|,o0002796,,,false,U+122D7 U+1222B U+1238C,,𒋗𒈫𒎌,,osl
s-o0002798,|ŠU.NAGA|,o0002798,,,false,U+122D7 U+12240,,𒋗𒉀,,osl
s-o0031568,|ŠU.SUM.KAK|,o0031568,o0002798,,false,U+122D7 U+122E7 U+12195,,𒋗𒋧𒆕,,osl
s-o0002799,|ŠU.PAP.PAP|,o0002799,,,false,U+122D7 U+1227D U+1227D,,𒋗𒉽𒉽,,osl
s-o0002800,|ŠU.SI.DI|,o0002800,,,false,U+122D7 U+122DB U+12072,,𒋗𒋛𒁲,,osl
s-o0002805,|ŠU.U|,o0002805,,,false,U+122D7 U+1230B,,𒋗𒌋,,osl
s-o0002764,|ŠU&ŠU@180|,o0002764,,,false,U+122D8,,𒋘,CUNEIFORM SIGN SHU OVER INVERTED SHU,osl
s-o0002846,ŠU@180,o0002846,,,false,,,,,osl
s-o0027499,ŠU@s,o0027499,,,false,,,,,osl
s-o0002847,ŠU@t,o0002847,,,false,,,,,osl
s-o0002850,ŠU₂,o0002850,,,false,U+122D9,,𒋙,CUNEIFORM SIGN SHU2,osl
s-o0002812-2,|ŠU₂.AN|,o0002812,,,false,U+122D9 U+1202D,,𒋙𒀭,,osl
s-o0000906-2,|BAR.AN|,o0000906,o0002812,,false,U+12047 U+1202D,,𒁇𒀭,,osl
s-o0002809,|ŠU₂.3×AN|,o0002809,,,false,U+122D9 U+1202F,,𒋙𒀯,,osl
s-o0000642-3,|3×AN|,o0000642,o0002809,,false,U+1202F,,𒀯,CUNEIFORM SIGN AN THREE TIMES,osl
s-o0000641,|3×AN.BAR|,o0000641,o0002809,,false,U+1202F U+12047,,𒀯𒁇,,osl
s-o0000905,|BAR.3×AN|,o0000905,o0002809,,false,U+12047 U+1202F,,𒁇𒀯,,osl
s-o0002811,|ŠU₂.AN.HI×GAD|,o0002811,,,false,U+122D9 U+1202D U+12132,,𒋙𒀭𒄲,,osl
s-o0021752,|AN.HI×GAD|,o0021752,o0002811,,false,U+1202D U+12132,,𒀭𒄲,,osl
s-o0002812-3,|ŠU₂.AN|,o0002812,o0002811,,false,U+122D9 U+1202D,,𒋙𒀭,,osl
s-o0048852,|ŠU₂.AN.HI.GAD|,o0048852,o0002811,,false,U+122D9 U+1202D U+1212D U+120F0,,𒋙𒀭𒄭𒃰,,osl
s-o0023029,|ŠU₂.AN.HI×AŠ₂|,o0023029,o0002811,,false,U+122D9 U+1202D U+1212F,,𒋙𒀭𒄯,,osl
s-o0027199,|ŠU₂.AN.HI×KAK|,o0027199,o0002811,,false,U+122D9 U+1202D X,,𒋙𒀭X,,osl
s-o0120543,|ŠU₂.HI.AN|,o0120543,o0002811,,false,U+122D9 U+1212D U+1202D,,𒋙𒄭𒀭,,osl
s-o0038079,|U.AN.HI×GAD|,o0038079,o0002811,,false,U+1230B U+1202D U+12132,,𒌋𒀭𒄲,,osl
s-o0002813,|ŠU₂.AŠ₂|,o0002813,,,false,U+122D9 U+1203E,,𒋙𒀾,,osl
s-o0023030,|ŠU₂.ZIB|,o0023030,o0002813,|ŠU₂.(AŠ@z&AŠ@z&AŠ@z&AŠ@z)|,false,U+122D9 U+12366,,𒋙𒍦,,osl
s-o0002814,|ŠU₂.BAD|,o0002814,,,false,U+122D9 U+12041,,𒋙𒁁,,osl
s-o0002815,|ŠU₂.DUG×NI|,o0002815,,,false,U+12536,,𒔶,CUNEIFORM SIGN SHU2 PLUS DUG TIMES NI,osl
s-o0028089,|ŠU₂.DUN₃|,o0028089,,,false,U+122D9 U+12085,,𒋙𒂅,,osl
s-o0002816,|ŠU₂.DUN₄|,o0002816,,,false,U+122D9 U+12088,,𒋙𒂈,,osl
s-o0025804,ELLES302,o0025804,o0002816,,false,,,,,osl
s-o0027760,|ŠU₂.E₂|,o0027760,,,false,U+122D9 U+1208D,,𒋙𒂍,,osl
s-o0002807,|ŠU₂.(E₂×AN)|,o0002807,,,false,U+12537,,𒔷,CUNEIFORM SIGN SHU2 PLUS E2 TIMES AN,osl
s-o0221911,|ŠU₂.IG|,o0221911,,,false,U+122D9 U+12145,,𒋙𒅅,,osl
s-o0002817,|ŠU₂.NAGA|,o0002817,,,false,U+122D9 U+12240,,𒋙𒉀,,osl
s-o0002818,|ŠU₂.NE|,o0002818,,,false,U+122D9 U+12248,,𒋙𒉈,,osl
s-o0038138,|ŠU₂.SA|,o0038138,,,false,U+122D9 U+12293,,𒋙𒊓,,osl
s-o0002822,|ŠU₂.ŠE.KU.KAK|,o0002822,,,false,U+122D9 U+122BA U+121AA U+12195,,𒋙𒊺𒆪𒆕,,osl
s-o0002819,|ŠU₂.U.U.U|,o0002819,,,false,U+122D9 U+1230D,,𒋙𒌍,,osl
s-o0002820,|ŠU₂.UR@s|,o0002820,,,false,U+122D9 U+1232A,,𒋙𒌪,,osl
s-o0002821,|ŠU₂.ZI₃|,o0002821,,,false,U+122D9 U+12365,,𒋙𒍥,,osl
s-o0002823,|ŠU₂×(A.DIŠ)|,o0002823,,,false,,,,,osl
s-o0002848,ŠUBUR,o0002848,,,false,U+122DA,,𒋚,CUNEIFORM SIGN SHUBUR,osl
s-o0002849,ŠUŠANA,o0002849,,,false,U+1245A,,𒑚,CUNEIFORM NUMERIC SIGN ONE THIRD DISH,osl
s-o0031798,|ŠU₂.ŠA|,o0031798,o0002849,,false,U+122D9 U+122AD,,𒋙𒊭,,osl
s-o0000541,TA,o0000541,,,false,U+122EB,,𒋫,CUNEIFORM SIGN TA,osl
s-o0002406,|TA×GAR|,o0002406,,,false,,U+F0091,󰂑,,osl
s-o0002407,|TA×HI|,o0002407,,,false,U+122ED,,𒋭,CUNEIFORM SIGN TA TIMES HI,osl
s-o0221885-2,|TA×IGI@g|,o0221885,,,false,,,,,osl
s-o0038273,|TA×KASKAL|,o0038273,,,false,,,,,osl
s-o0038295,|TA×KUR|,o0038295,,,false,,,,,osl
s-o0002408,|TA×MI|,o0002408,,,false,U+122EE,,𒋮,CUNEIFORM SIGN TA TIMES MI,osl
s-o0038186,|TA×U|,o0038186,,,false,,,,,osl
s-o0000542,TA@g,o0000542,,,false,U+122EF,,𒋯,CUNEIFORM SIGN TA GUNU,osl
s-o0025784,LAK654a,o0025784,o0000542,,false,,,,,osl
s-o0023011,|TA×IR|,o0023011,o0000542,,false,,,,,osl
s-o0000543,TA@v,o0000543,,,false,U+122EC,,𒋬,CUNEIFORM SIGN TA ASTERISK,osl
s-o0000544,TAB,o0000544,,,false,U+122F0,,𒋰,CUNEIFORM SIGN TAB,osl
s-o0000545,TAB@t,o0000545,o0000544,,false,,U+F0083,󰂃,,osl
s-o0000653,|4×TAB|,o0000653,,,false,U+122F2,,𒋲,CUNEIFORM SIGN TAB SQUARED,osl
s-o0002384,|TAB.GAR.ŠE|,o0002384,,,false,U+122F0 U+120FB U+122BA,,𒋰𒃻𒊺,,osl
s-o0002385,|TAB.KUN|,o0002385,,,false,U+122F0 U+121B2,,𒋰𒆲,,osl
s-o0221949,|TAB.PI|,o0221949,,,false,U+122F0 U+1227F,,𒋰𒉿,,osl
s-o0002386,|TAB.TAB.AŠ|,o0002386,,,false,U+122F0 U+122F0 U+12038,,𒋰𒋰𒀸,,osl
s-o0002390,|TAB.TAB.TAB|,o0002390,,,false,U+122F0 U+122F0 U+122F0,,𒋰𒋰𒋰,,osl
s-o0002387,|TAB.TAB.TAB.AŠ|,o0002387,,,false,U+122F0 U+122F0 U+122F0 U+12038,,𒋰𒋰𒋰𒀸,,osl
s-o0002389,|TAB.TAB.TAB.TAB|,o0002389,,,false,U+122F0 U+122F0 U+122F0 U+122F0,,𒋰𒋰𒋰𒋰,,osl
s-o0002388,|TAB.TAB.TAB.TAB.AŠ|,o0002388,,,false,U+122F0 U+122F0 U+122F0 U+122F0 U+12038,,𒋰𒋰𒋰𒋰𒀸,,osl
s-o0002391,|TAB.TI|,o0002391,,,false,U+122F0 U+122FE,,𒋰𒋾,,osl
s-o0027892,|TAB+ERIN₂×(U.U.U)|,o0027892,,,false,U+122F0 X,,𒋰X,,osl
s-o0023010,|TAB&TAB|,o0023010,,,false,,,,,osl
s-o0002382,|TAB&TAB.NI&NI.DIŠ&DIŠ|,o0002382,,,false,U+122F1,,𒋱,CUNEIFORM SIGN TAB OVER TAB NI OVER NI DISH OVER DISH,osl
s-o0000545-2,TAB@t,o0000545,,,false,,U+F0083,󰂃,,osl
s-o0000546,TAG,o0000546,,,false,U+122F3,,𒋳,CUNEIFORM SIGN TAG,osl
s-o0002392,|TAG.GAM.ME|,o0002392,,,false,U+122F3 U+120F5 U+12228,,𒋳𒃵𒈨,,osl
s-o0187972-2,|TAG.NUN|,o0187972,,,false,U+122F3 U+12263,,𒋳𒉣,,osl
s-o0021457,|NUN.TAG|,o0021457,o0187972,,false,U+12263 U+122F3,,𒉣𒋳,,osl
s-o0002393,|TAG.TAG|,o0002393,,,false,U+122F3 U+122F3,,𒋳𒋳,,osl
s-o0002394,|TAG.TUG₂|,o0002394,,,false,U+122F3 U+12306,,𒋳𒌆,,osl
s-o0027771,|TAG.LU|,o0027771,o0002394,,false,U+122F3 U+121FB,,𒋳𒇻,,osl
s-o0002395,|TAG×BI|,o0002395,,,false,U+122F4,,𒋴,CUNEIFORM SIGN TAG TIMES BI,osl
s-o0002396,|TAG×GUD|,o0002396,,,false,U+122F5,,𒋵,CUNEIFORM SIGN TAG TIMES GUD,osl
s-o0002400,|TAG×ŠE|,o0002400,,,false,U+122F6,,𒋶,CUNEIFORM SIGN TAG TIMES SHE,osl
s-o0038335,|(TAG×NE)&(TAG×ŠE)|,o0038335,o0002400,,false,,,,,osl
s-o0002401,|TAG×ŠU|,o0002401,,,false,U+122F7,,𒋷,CUNEIFORM SIGN TAG TIMES SHU,osl
s-o0018570,|ŠU.TAG|,o0018570,o0002401,,false,U+122D7 U+122F3,,𒋗𒋳,,osl
s-o0023076,|TAG.ŠU|,o0023076,o0002401,,false,U+122F3 U+122D7,,𒋳𒋗,,osl
s-o0002398,|TAG×TUG₂|,o0002398,,,false,U+122F8,,𒋸,CUNEIFORM SIGN TAG TIMES TUG2,osl
s-o0027913,|ŠIM.TUG₂|,o0027913,o0002398,,false,U+122C6 U+12306,,𒋆𒌆,,osl
s-o0002394-2,|TAG.TUG₂|,o0002394,o0002398,,false,,,,,osl
s-o0002397,|TAG×KU|,o0002397,o0002398,,false,,,,,osl
s-o0031621,|TUG₂.TAG|,o0031621,o0002398,,false,U+12306 U+122F3,,𒌆𒋳,,osl
s-o0002399,|TAG×UD|,o0002399,,,false,U+122F9,,𒋹,CUNEIFORM SIGN TAG TIMES UD,osl
s-o0023075,|TAG.UD|,o0023075,o0002399,,false,U+122F3 U+12313,,𒋳𒌓,,osl
s-o0000547,TAK₄,o0000547,,,false,U+122FA,,𒋺,CUNEIFORM SIGN TAK4,osl
s-o0002402,|TAK₄.ALAN|,o0002402,,,false,U+122FA U+12029,,𒋺𒀩,,osl
s-o0002403,|TAK₄.IM|,o0002403,,,false,U+122FA U+1214E,,𒋺𒅎,,osl
s-o0002404,|TAK₄.TAK₄|,o0002404,,,false,U+122FA U+122FA,,𒋺𒋺,,osl
s-o0000548,TAR,o0000548,,,false,U+122FB,,𒋻,CUNEIFORM SIGN TAR,osl
s-o0022935,|4×(TAR.LIMMU₂)|,o0022935,,,false,,,,,osl
s-o0187966,|TAR.TAR|,o0187966,,|KUD.KUD|,false,U+122FB U+122FB,,𒋻𒋻,,osl
s-o0000549,TAR@v,o0000549,,,false,,,,,osl
s-o0000550,TE,o0000550,,,false,U+122FC,,𒋼,CUNEIFORM SIGN TE,osl
s-o0001447-3,|HI×AŠ|,o0001447,o0000550,,false,,,,,osl
s-o0001454-3,|HI×DIŠ|,o0001454,o0000550,,false,,,,,osl
s-o0002412,|TE.A|,o0002412,,,false,U+122FC U+12000,,𒋼𒀀,,osl
s-o0002411,|TE.AB|,o0002411,,,false,U+122FC U+1200A,,𒋼𒀊,,osl
s-o0031708,|AB.TE|,o0031708,o0002411,,false,U+1200A U+122FC,,𒀊𒋼,,osl
s-o0002410,|TE.AB@g|,o0002410,,,false,U+122FC U+12015,,𒋼𒀕,,osl
s-o0002413,|TE.LAL|,o0002413,,,false,U+122FC U+121F2,,𒋼𒇲,,osl
s-o0002414,|TE.ME|,o0002414,,,false,U+122FC U+12228,,𒋼𒈨,,osl
s-o0002415,|TE.MUŠ₃|,o0002415,,,false,U+122FC U+12239,,𒋼𒈹,,osl
s-o0027827,|TE&TE|,o0027827,,,false,,,,,osl
s-o0000551,TE@g,o0000551,,,false,U+122FD,,𒋽,CUNEIFORM SIGN TE GUNU,osl
s-o0031506,LAK051,o0031506,o0000551,LAK51,false,U+124DA,,𒓚,CUNEIFORM SIGN LAK51,osl
s-o0221893,RSP329,o0221893,o0000551,,false,,U+F0082,󰂂,,osl
s-o0000550-2,TE,o0000550,o0000551,,false,,,,,osl
s-o0270204,|HI×GAN₂@t|,o0270204,o0000551,,false,,,,,osl
s-o0002416,|TE@g.AB@g|,o0002416,,,false,U+122FD U+12015,,𒋽𒀕,,osl
s-o0000552,TE@s,o0000552,,,false,,,,,osl
s-o0000553,TI,o0000553,,,false,U+122FE,,𒋾,CUNEIFORM SIGN TI,osl
s-o0000554,TI@t,o0000554,,,false,U+122FF,,𒋿,CUNEIFORM SIGN TI TENU,osl
s-o0027220,TI₂,o0027220,,,false,U+12397,,𒎗,CUNEIFORM SIGN TI2,osl
s-o0000555,TIL,o0000555,,,false,U+12300,,𒌀,CUNEIFORM SIGN TIL,osl
s-o0028058,|TIL×AŠ|,o0028058,,,false,,,,,osl
s-o0000556,TU,o0000556,,,false,U+12305,,𒌅,CUNEIFORM SIGN TU,osl
s-o0000297-2,KU₄,o0000297,o0000556,,false,,,,,osl
s-o0223490,|ŠE.ŠU|,o0223490,o0000556,,false,U+122BA U+122D7,,,,osl
s-o0031747,|ŠU×ŠE|,o0031747,o0000556,,false,,,,,osl
s-o0221950,|TU.GABA.LIŠ|,o0221950,,,false,U+12305 U+120EE U+121FA,,𒌅𒃮𒇺,,osl
s-o0027828,|TU&TU|,o0027828,,,false,,,,,osl
s-o0000557,TUG₂,o0000557,,,false,U+12306,,𒌆,CUNEIFORM SIGN TUG2,osl
s-o0002419,|TUG₂.DU@s|,o0002419,,,false,U+12306 U+1207D,,𒌆𒁽,,osl
s-o0002420,|TUG₂.PI.PI|,o0002420,,,false,U+12306 U+1227F U+1227F,,𒌆𒉿𒉿,,osl
s-o0002421,|TUG₂.PI.TE.A.RA|,o0002421,,,false,U+12306 U+1227F U+122FC U+12000 U+1228F,,𒌆𒉿𒋼𒀀𒊏,,osl
s-o0002422,|TUG₂.UD|,o0002422,,,false,U+12306 U+12313,,𒌆𒌓,,osl
s-o0000558,TUK,o0000558,,,false,U+12307,,𒌇,CUNEIFORM SIGN TUK,osl
s-o0002423,|TUK.TUK|,o0002423,,,false,U+12307 U+12307,,𒌇𒌇,,osl
s-o0038324,|TUK×HAL|,o0038324,,,false,,,,,osl
s-o0002424,|TUK×UD|,o0002424,,,false,,,,,osl
s-o0000559,TUM,o0000559,,,false,U+12308,,𒌈,CUNEIFORM SIGN TUM,osl
s-o0221890-2,LAK496,o0221890,o0000559,,false,,,,,osl
s-o0027193,|TUM×A|,o0027193,,,false,,,,,osl
s-o0002428,|TUM×(DIŠ.DIŠ.DIŠ)|,o0002428,,|TUM×3(DIŠ)|,false,U+1253B,,𒔻,CUNEIFORM SIGN TUM TIMES DISH PLUS DISH PLUS DISH,osl
s-o0002429,|TUM×GAN₂@t|,o0002429,,,false,U+1253A,,𒔺,CUNEIFORM SIGN TUM TIMES GAN2 TENU,osl
s-o0027701,|TUM×SAL|,o0027701,,,false,,,,,osl
s-o0028060,|TUM×UD|,o0028060,,,false,,,,,osl
s-o0000560,TUR,o0000560,,,false,U+12309,,𒌉,CUNEIFORM SIGN TUR,osl
s-o0002432,|TUR.ARAD|,o0002432,,,false,U+12309 U+12034,,𒌉𒀴,,osl
s-o0002433,|TUR.DIŠ|,o0002433,,,false,U+12309 U+12079,,𒌉𒁹,,osl
s-o0002434,|TUR.EŠ₂|,o0002434,,,false,U+12309 U+120A0,,𒌉𒂠,,osl
s-o0002435,|TUR.NE|,o0002435,,,false,U+12309 U+12248,,𒌉𒉈,,osl
s-o0002436,|TUR.SAG|,o0002436,,,false,U+12309 U+12295,,𒌉𒊕,,osl
s-o0002437,|TUR.SAL.TUR.TUR|,o0002437,,,false,U+12309 U+122A9 U+12309 U+12309,,𒌉𒊩𒌉𒌉,,osl
s-o0002438,|TUR.TUR|,o0002438,,,false,U+12309 U+12309,,𒌉𒌉,,osl
s-o0028124,|TUR.TUR.LAL|,o0028124,,|TUR.TUR.LA₂|,false,U+12309 U+12309 U+121F2,,𒌉𒌉𒇲,,osl
s-o0002439,|TUR.UŠ|,o0002439,,,false,U+12309 U+12351,,𒌉𒍑,,osl
s-o0027725,|TUR×ARAD|,o0027725,,,false,,,,,osl
s-o0018549,|TUR×NUN|,o0018549,,,false,,,,,osl
s-o0018550,|TUR×ZI|,o0018550,,,false,,,,,osl
s-o0031825,|TUR&TUR|,o0031825,,,false,,,,,osl
s-o0002431,|TUR&TUR.ZA&ZA|,o0002431,,,false,U+1230A,,𒌊,CUNEIFORM SIGN TUR OVER TUR ZA OVER ZA,osl
s-o0023012,|TUR.ZA|,o0023012,o0002431,,false,U+12309 U+1235D,,𒌉𒍝,,osl
s-o0031558,|TUR&TUR.ZA&ZA.NA|,o0031558,o0002431,,false,U+1230A U+1223E,,𒌊𒈾,,osl
s-o0002430,|TUR&TUR.ZA&ZA.TUR&TUR.ZA&ZA|,o0002430,,,false,U+1230A U+1230A,,𒌊𒌊,,osl
s-o0000561-3,U,o0000561,,,false,U+1230B,,𒌋,CUNEIFORM NUMERIC SIGN U,osl
s-o0223333,U@90,o0223333,o0000561,BUR₃@v,false,,U+F0012,󰀒,,osl
s-o0223334-2,U@c,o0223334,o0000561,1(N14),false,U+12562,,𒕢,CUNEIFORM NUMERIC SIGN ONE N14,osl
s-o0223335,U@f,o0223335,o0000561,,true,,,,,osl
s-o0002446,|U.AD|,o0002446,,,false,U+1230B U+1201C,,𒌋𒀜,,osl
s-o0000092-2,AD,o0000092,o0002446,,false,,,,,osl
