ID,Gardiner,Subcorpus,Tokens,Docs,Source
A44-sawlit,A44,sawlit,13,7,aes
A441-all,A441,all,1,1,aes
A441-sawlit,A441,sawlit,1,1,aes
A441A-all,A441A,all,1,1,aes
A441A-bbawtotenlit,A441A,bbawtotenlit,1,1,aes
A45-all,A45,all,3,2,aes
A45-bbawgrabinschriften,A45,bbawgrabinschriften,1,1,aes
A45-sawlit,A45,sawlit,2,1,aes
A45A-all,A45A,all,2,2,aes
A45A-bbawhistbiospzt,A45A,bbawhistbiospzt,1,1,aes
A45A-sawlit,A45A,sawlit,1,1,aes
A46-all,A46,all,4,3,aes
A46-sawlit,A46,sawlit,3,2,aes
A46-sawmedizin,A46,sawmedizin,1,1,aes
A462-all,A462,all,2,1,aes
A462-tuebingerstelen,A462,tuebingerstelen,2,1,aes
A466A-all,A466A,all,1,1,aes
A466A-bbawtempelbib,A466A,bbawtempelbib,1,1,aes
A47-all,A47,all,190,90,aes
A47-bbawamarna,A47,bbawamarna,1,1,aes
A47-bbawgrabinschriften,A47,bbawgrabinschriften,5,4,aes
A47-bbawgraeberspzt,A47,bbawgraeberspzt,7,7,aes
A47-bbawhistbiospzt,A47,bbawhistbiospzt,1,1,aes
A47-bbawtempelbib,A47,bbawtempelbib,13,6,aes
A47-bbawtotenlit,A47,bbawtotenlit,35,10,aes
A47-sawlit,A47,sawlit,110,52,aes
A47-sawmedizin,A47,sawmedizin,17,8,aes
A47-tuebingerstelen,A47,tuebingerstelen,1,1,aes
A47D-all,A47D,all,2,2,aes
A47D-bbawamarna,A47D,bbawamarna,1,1,aes
A47D-bbawtempelbib,A47D,bbawtempelbib,1,1,aes
A48-all,A48,all,69,32,aes
A48-bbawamarna,A48,bbawamarna,2,2,aes
A48-bbawgrabinschriften,A48,bbawgrabinschriften,5,5,aes
A48-bbawhistbiospzt,A48,bbawhistbiospzt,4,1,aes
A48-bbawtempelbib,A48,bbawtempelbib,6,3,aes
A48-bbawtotenlit,A48,bbawtotenlit,17,5,aes
A48-sawlit,A48,sawlit,32,15,aes
A48-sawmedizin,A48,sawmedizin,3,1,aes
A48A-all,A48A,all,8,5,aes
A48A-bbawgraeberspzt,A48A,bbawgraeberspzt,3,2,aes
A48A-bbawhistbiospzt,A48A,bbawhistbiospzt,3,1,aes
A48A-bbawtempelbib,A48A,bbawtempelbib,1,1,aes
A48A-sawlit,A48A,sawlit,1,1,aes
A48B-all,A48B,all,1,1,aes
A48B-sawlit,A48B,sawlit,1,1,aes
A49-all,A49,all,27,16,aes
A49-bbawamarna,A49,bbawamarna,1,1,aes
A49-bbawgrabinschriften,A49,bbawgrabinschriften,2,2,aes
A49-bbawhistbiospzt,A49,bbawhistbiospzt,3,3,aes
A49-sawlit,A49,sawlit,13,6,aes
A49-tuebingerstelen,A49,tuebingerstelen,8,4,aes
A497-all,A497,all,1,1,aes
A497-sawlit,A497,sawlit,1,1,aes
A4A-all,A4A,all,18,11,aes
A4A-bbawamarna,A4A,bbawamarna,7,5,aes
A4A-bbawgrabinschriften,A4A,bbawgrabinschriften,2,2,aes
A4A-bbawhistbiospzt,A4A,bbawhistbiospzt,6,1,aes
A4A-bbawtotenlit,A4A,bbawtotenlit,1,1,aes
A4A-sawlit,A4A,sawlit,1,1,aes
A4A-sawmedizin,A4A,sawmedizin,1,1,aes
A4B-all,A4B,all,1,1,aes
A4B-bbawgrabinschriften,A4B,bbawgrabinschriften,1,1,aes
A4C-all,A4C,all,8,8,aes
A4C-bbawgrabinschriften,A4C,bbawgrabinschriften,4,4,aes
A4C-bbawtempelbib,A4C,bbawtempelbib,2,2,aes
A4C-sawlit,A4C,sawlit,2,2,aes
A4D-all,A4D,all,2,2,aes
A4D-bbawgrabinschriften,A4D,bbawgrabinschriften,2,2,aes
A5-all,A5,all,6,6,aes
A5-bbawtempelbib,A5,bbawtempelbib,1,1,aes
A5-sawlit,A5,sawlit,4,4,aes
A5-sawmedizin,A5,sawmedizin,1,1,aes
A50-all,A50,all,231,119,aes
A50-bbawgrabinschriften,A50,bbawgrabinschriften,62,55,aes
A50-bbawhistbiospzt,A50,bbawhistbiospzt,6,3,aes
A50-bbawpyramidentexte,A50,bbawpyramidentexte,1,1,aes
A50-bbawtempelbib,A50,bbawtempelbib,1,1,aes
A50-bbawtotenlit,A50,bbawtotenlit,1,1,aes
A50-sawlit,A50,sawlit,137,45,aes
A50-sawmedizin,A50,sawmedizin,22,12,aes
A50-tuebingerstelen,A50,tuebingerstelen,1,1,aes
A50A-all,A50A,all,8,7,aes
A50A-bbawtempelbib,A50A,bbawtempelbib,1,1,aes
A50A-bbawtotenlit,A50A,bbawtotenlit,1,1,aes
A50A-sawlit,A50A,sawlit,6,5,aes
A50B-all,A50B,all,11,9,aes
A50B-sawlit,A50B,sawlit,11,9,aes
A50C-all,A50C,all,2,1,aes
A50C-sawlit,A50C,sawlit,2,1,aes
A50D-all,A50D,all,1,1,aes
A50D-sawlit,A50D,sawlit,1,1,aes
A51-all,A51,all,302,150,aes
A51-bbawamarna,A51,bbawamarna,95,58,aes
A51-bbawgrabinschriften,A51,bbawgrabinschriften,13,12,aes
A51-bbawgraeberspzt,A51,bbawgraeberspzt,3,3,aes
A51-bbawhistbiospzt,A51,bbawhistbiospzt,7,4,aes
A51-bbawtempelbib,A51,bbawtempelbib,24,8,aes
A51-bbawtotenlit,A51,bbawtotenlit,50,10,aes
A51-sawlit,A51,sawlit,85,41,aes
A51-sawmedizin,A51,sawmedizin,23,12,aes
A51-smaek,A51,smaek,1,1,aes
A51-tuebingerstelen,A51,tuebingerstelen,1,1,aes
A51A-all,A51A,all,6,2,aes
A51A-sawlit,A51A,sawlit,6,2,aes
A52-all,A52,all,128,77,aes
A52-bbawamarna,A52,bbawamarna,87,64,aes
A52-bbawtempelbib,A52,bbawtempelbib,4,1,aes
A52-bbawtotenlit,A52,bbawtotenlit,25,2,aes
A52-sawlit,A52,sawlit,6,6,aes
A52-sawmedizin,A52,sawmedizin,2,1,aes
A52-tuebingerstelen,A52,tuebingerstelen,4,3,aes
A52A-all,A52A,all,5,1,aes
A52A-bbawtempelbib,A52A,bbawtempelbib,5,1,aes
A52E-all,A52E,all,2,2,aes
A52E-bbawamarna,A52E,bbawamarna,1,1,aes
A52E-sawlit,A52E,sawlit,1,1,aes
A52G-all,A52G,all,1,1,aes
A52G-tuebingerstelen,A52G,tuebingerstelen,1,1,aes
A52J-all,A52J,all,3,3,aes
A52J-smaek,A52J,smaek,3,3,aes
A53-all,A53,all,357,92,aes
A53-bbawamarna,A53,bbawamarna,12,7,aes
A53-bbawhistbiospzt,A53,bbawhistbiospzt,8,4,aes
A53-bbawtempelbib,A53,bbawtempelbib,57,9,aes
A53-bbawtotenlit,A53,bbawtotenlit,175,17,aes
A53-sawlit,A53,sawlit,85,41,aes
A53-sawmedizin,A53,sawmedizin,20,14,aes
A53A-all,A53A,all,1,1,aes
A53A-sawlit,A53A,sawlit,1,1,aes
A54-all,A54,all,16,15,aes
A54-bbawamarna,A54,bbawamarna,10,9,aes
A54-bbawtempelbib,A54,bbawtempelbib,1,1,aes
A54-bbawtotenlit,A54,bbawtotenlit,1,1,aes
A54-sawlit,A54,sawlit,3,3,aes
A54-sawmedizin,A54,sawmedizin,1,1,aes
A55-all,A55,all,156,69,aes
A55-bbawamarna,A55,bbawamarna,9,8,aes
A55-bbawtempelbib,A55,bbawtempelbib,5,3,aes
A55-bbawtotenlit,A55,bbawtotenlit,16,4,aes
A55-sawlit,A55,sawlit,80,38,aes
A55-sawmedizin,A55,sawmedizin,46,16,aes
A56-all,A56,all,1,1,aes
A56-sawlit,A56,sawlit,1,1,aes
A58-all,A58,all,4,4,aes
A58-bbawgrabinschriften,A58,bbawgrabinschriften,1,1,aes
A58-bbawhistbiospzt,A58,bbawhistbiospzt,1,1,aes
A58-sawlit,A58,sawlit,2,2,aes
A59-all,A59,all,20,12,aes
A59-bbawtempelbib,A59,bbawtempelbib,9,6,aes
A59-bbawtotenlit,A59,bbawtotenlit,5,3,aes
A59-sawmedizin,A59,sawmedizin,6,3,aes
A59A-all,A59A,all,6,3,aes
A59A-bbawtotenlit,A59A,bbawtotenlit,1,1,aes
A59A-sawlit,A59A,sawlit,4,1,aes
A59A-sawmedizin,A59A,sawmedizin,1,1,aes
A5A-all,A5A,all,76,23,aes
A5A-bbawhistbiospzt,A5A,bbawhistbiospzt,5,4,aes
A5A-bbawtempelbib,A5A,bbawtempelbib,46,9,aes
A5A-bbawtotenlit,A5A,bbawtotenlit,23,8,aes
A5A-sawlit,A5A,sawlit,1,1,aes
A5A-sawmedizin,A5A,sawmedizin,1,1,aes
A6-all,A6,all,174,152,aes
A6-bbawgrabinschriften,A6,bbawgrabinschriften,159,140,aes
A6-bbawhistbiospzt,A6,bbawhistbiospzt,1,1,aes
A6-sawlit,A6,sawlit,13,10,aes
A6-sawmedizin,A6,sawmedizin,1,1,aes
A603-all,A603,all,3,1,aes
A603-bbawtotenlit,A603,bbawtotenlit,3,1,aes
A60A-all,A60A,all,1,1,aes
A60A-bbawhistbiospzt,A60A,bbawhistbiospzt,1,1,aes
A63A-all,A63A,all,35,1,aes
A63A-bbawtotenlit,A63A,bbawtotenlit,35,1,aes
A68-all,A68,all,1,1,aes
A68-bbawtempelbib,A68,bbawtempelbib,1,1,aes
A69-all,A69,all,1,1,aes
A69-sawlit,A69,sawlit,1,1,aes
A6A-all,A6A,all,4,4,aes
A6A-bbawhistbiospzt,A6A,bbawhistbiospzt,1,1,aes
A6A-sawlit,A6A,sawlit,3,3,aes
A6B-all,A6B,all,2,2,aes
A6B-bbawgrabinschriften,A6B,bbawgrabinschriften,2,2,aes
A6E-all,A6E,all,1,1,aes
A6E-sawlit,A6E,sawlit,1,1,aes
A6J-all,A6J,all,1,1,aes
A6J-sawlit,A6J,sawlit,1,1,aes
A7-all,A7,all,212,87,aes
A7-bbawamarna,A7,bbawamarna,4,4,aes
A7-bbawgrabinschriften,A7,bbawgrabinschriften,2,2,aes
A7-bbawgraeberspzt,A7,bbawgraeberspzt,2,1,aes
A7-bbawhistbiospzt,A7,bbawhistbiospzt,9,5,aes
A7-bbawtempelbib,A7,bbawtempelbib,25,5,aes
A7-bbawtotenlit,A7,bbawtotenlit,21,9,aes
A7-sawlit,A7,sawlit,88,40,aes
A7-sawmedizin,A7,sawmedizin,60,20,aes
A7-tuebingerstelen,A7,tuebingerstelen,1,1,aes
A71-all,A71,all,4,4,aes
A71-bbawamarna,A71,bbawamarna,1,1,aes
A71-bbawtempelbib,A71,bbawtempelbib,1,1,aes
A71-sawlit,A71,sawlit,2,2,aes
A73-all,A73,all,9,6,aes
A73-bbawhistbiospzt,A73,bbawhistbiospzt,4,2,aes
A73-sawlit,A73,sawlit,5,4,aes
A73A-all,A73A,all,1,1,aes
A73A-bbawgrabinschriften,A73A,bbawgrabinschriften,1,1,aes
A76A-all,A76A,all,4,2,aes
A76A-sawlit,A76A,sawlit,2,1,aes
A76A-sawmedizin,A76A,sawmedizin,2,1,aes
A78-all,A78,all,1,1,aes
A78-sawmedizin,A78,sawmedizin,1,1,aes
A7A-all,A7A,all,80,27,aes
A7A-bbawamarna,A7A,bbawamarna,1,1,aes
A7A-bbawgraeberspzt,A7A,bbawgraeberspzt,3,2,aes
A7A-bbawtempelbib,A7A,bbawtempelbib,12,5,aes
A7A-bbawtotenlit,A7A,bbawtotenlit,52,11,aes
A7A-sawlit,A7A,sawlit,6,6,aes
A7A-sawmedizin,A7A,sawmedizin,6,2,aes
A8-all,A8,all,16,14,aes
A8-bbawamarna,A8,bbawamarna,5,5,aes
A8-bbawtotenlit,A8,bbawtotenlit,2,1,aes
A8-sawlit,A8,sawlit,9,8,aes
A81-all,A81,all,4,2,aes
A81-sawmedizin,A81,sawmedizin,4,2,aes
A81A-all,A81A,all,1,1,aes
A81A-sawmedizin,A81A,sawmedizin,1,1,aes
A83-all,A83,all,3,1,aes
A83-sawlit,A83,sawlit,3,1,aes
A84-all,A84,all,6,5,aes
A84-bbawgrabinschriften,A84,bbawgrabinschriften,2,2,aes
A84-sawlit,A84,sawlit,4,3,aes
A85-all,A85,all,1,1,aes
A85-bbawamarna,A85,bbawamarna,1,1,aes
A9-all,A9,all,242,152,aes
A9-bbawamarna,A9,bbawamarna,10,9,aes
A9-bbawgrabinschriften,A9,bbawgrabinschriften,67,59,aes
A9-bbawhistbiospzt,A9,bbawhistbiospzt,3,2,aes
A9-bbawtempelbib,A9,bbawtempelbib,11,6,aes
A9-bbawtotenlit,A9,bbawtotenlit,11,7,aes
A9-sawlit,A9,sawlit,118,56,aes
A9-sawmedizin,A9,sawmedizin,18,10,aes
A9-smaek,A9,smaek,3,2,aes
A9-tuebingerstelen,A9,tuebingerstelen,1,1,aes
A90-all,A90,all,1,1,aes
A90-sawlit,A90,sawlit,1,1,aes
A92-all,A92,all,3,3,aes
A92-bbawgrabinschriften,A92,bbawgrabinschriften,2,2,aes
A92-sawlit,A92,sawlit,1,1,aes
A97-all,A97,all,1,1,aes
A97-sawlit,A97,sawlit,1,1,aes
A98-all,A98,all,7,5,aes
A98-bbawamarna,A98,bbawamarna,1,1,aes
A98-bbawhistbiospzt,A98,bbawhistbiospzt,1,1,aes
A98-sawlit,A98,sawlit,1,1,aes
A98-sawmedizin,A98,sawmedizin,4,2,aes
A9C-all,A9C,all,1,1,aes
A9C-bbawgrabinschriften,A9C,bbawgrabinschriften,1,1,aes
AA1-all,AA1,all,1,1,aes
AA1-sawmedizin,AA1,sawmedizin,1,1,aes
Aa1-all,Aa1,all,10717,1556,aes
Aa1-bbawamarna,Aa1,bbawamarna,632,206,aes
Aa1-bbawgrabinschriften,Aa1,bbawgrabinschriften,1740,850,aes
Aa1-bbawgraeberspzt,Aa1,bbawgraeberspzt,116,55,aes
Aa1-bbawhistbiospzt,Aa1,bbawhistbiospzt,263,27,aes
Aa1-bbawpyramidentexte,Aa1,bbawpyramidentexte,51,2,aes
Aa1-bbawtempelbib,Aa1,bbawtempelbib,658,11,aes
Aa1-bbawtotenlit,Aa1,bbawtotenlit,1512,18,aes
Aa1-sawlit,Aa1,sawlit,3814,279,aes
Aa1-sawmedizin,Aa1,sawmedizin,1867,88,aes
Aa1-smaek,Aa1,smaek,22,4,aes
Aa1-tuebingerstelen,Aa1,tuebingerstelen,42,16,aes
Aa10-all,Aa10,all,4,2,aes
Aa10-bbawamarna,Aa10,bbawamarna,4,2,aes
Aa102-all,Aa102,all,1,1,aes
Aa102-bbawgrabinschriften,Aa102,bbawgrabinschriften,1,1,aes
Aa11-all,Aa11,all,1027,353,aes
Aa11-bbawamarna,Aa11,bbawamarna,288,126,aes
Aa11-bbawgrabinschriften,Aa11,bbawgrabinschriften,20,20,aes
Aa11-bbawgraeberspzt,Aa11,bbawgraeberspzt,84,42,aes
Aa11-bbawhistbiospzt,Aa11,bbawhistbiospzt,5,5,aes
Aa11-bbawtempelbib,Aa11,bbawtempelbib,25,2,aes
Aa11-bbawtotenlit,Aa11,bbawtotenlit,11,6,aes
Aa11-sawlit,Aa11,sawlit,474,126,aes
Aa11-sawmedizin,Aa11,sawmedizin,13,8,aes
Aa11-smaek,Aa11,smaek,1,1,aes
Aa11-tuebingerstelen,Aa11,tuebingerstelen,106,17,aes
Aa11v-all,Aa11v,all,62,41,aes
Aa11v-bbawamarna,Aa11v,bbawamarna,9,3,aes
Aa11v-bbawhistbiospzt,Aa11v,bbawhistbiospzt,5,1,aes
Aa11v-sawlit,Aa11v,sawlit,34,28,aes
Aa11v-smaek,Aa11v,smaek,2,1,aes
Aa11v-tuebingerstelen,Aa11v,tuebingerstelen,12,8,aes
Aa12-all,Aa12,all,175,130,aes
Aa12-bbawgrabinschriften,Aa12,bbawgrabinschriften,143,118,aes
Aa12-sawlit,Aa12,sawlit,31,11,aes
Aa12-tuebingerstelen,Aa12,tuebingerstelen,1,1,aes
Aa13-all,Aa13,all,335,99,aes
Aa13-bbawgrabinschriften,Aa13,bbawgrabinschriften,1,1,aes
Aa13-bbawhistbiospzt,Aa13,bbawhistbiospzt,12,5,aes
Aa13-sawlit,Aa13,sawlit,130,51,aes
Aa13-sawmedizin,Aa13,sawmedizin,192,42,aes
Aa14-all,Aa14,all,39,29,aes
Aa14-bbawgrabinschriften,Aa14,bbawgrabinschriften,24,22,aes
Aa14-sawlit,Aa14,sawlit,15,7,aes
Aa15-all,Aa15,all,2784,465,aes
Aa15-bbawamarna,Aa15,bbawamarna,1888,326,aes
Aa15-bbawgrabinschriften,Aa15,bbawgrabinschriften,9,9,aes
Aa15-bbawgraeberspzt,Aa15,bbawgraeberspzt,59,34,aes
Aa15-bbawhistbiospzt,Aa15,bbawhistbiospzt,250,8,aes
Aa15-bbawtempelbib,Aa15,bbawtempelbib,29,7,aes
Aa15-bbawtotenlit,Aa15,bbawtotenlit,77,13,aes
Aa15-sawlit,Aa15,sawlit,403,47,aes
Aa15-sawmedizin,Aa15,sawmedizin,11,8,aes
Aa15-smaek,Aa15,smaek,40,4,aes
Aa15-tuebingerstelen,Aa15,tuebingerstelen,18,9,aes
Aa16-all,Aa16,all,162,45,aes
Aa16-bbawamarna,Aa16,bbawamarna,6,5,aes
Aa16-bbawgraeberspzt,Aa16,bbawgraeberspzt,1,1,aes
Aa16-bbawhistbiospzt,Aa16,bbawhistbiospzt,3,1,aes
Aa16-bbawtempelbib,Aa16,bbawtempelbib,6,2,aes
Aa16-bbawtotenlit,Aa16,bbawtotenlit,10,3,aes
Aa16-sawlit,Aa16,sawlit,33,16,aes
Aa16-sawmedizin,Aa16,sawmedizin,103,17,aes
Aa17-all,Aa17,all,405,87,aes
Aa17-bbawgrabinschriften,Aa17,bbawgrabinschriften,5,5,aes
Aa17-bbawpyramidentexte,Aa17,bbawpyramidentexte,5,2,aes
Aa17-sawlit,Aa17,sawlit,142,41,aes
Aa17-sawmedizin,Aa17,sawmedizin,253,39,aes
Aa18-all,Aa18,all,362,103,aes
Aa18-bbawamarna,Aa18,bbawamarna,20,13,aes
Aa18-bbawgrabinschriften,Aa18,bbawgrabinschriften,5,4,aes
Aa18-bbawgraeberspzt,Aa18,bbawgraeberspzt,3,2,aes
Aa18-bbawhistbiospzt,Aa18,bbawhistbiospzt,18,3,aes
Aa18-bbawtempelbib,Aa18,bbawtempelbib,25,7,aes
Aa18-bbawtotenlit,Aa18,bbawtotenlit,46,11,aes
Aa18-sawlit,Aa18,sawlit,177,47,aes
Aa18-sawmedizin,Aa18,sawmedizin,64,13,aes
Aa18-smaek,Aa18,smaek,2,2,aes
Aa18-tuebingerstelen,Aa18,tuebingerstelen,2,1,aes
Aa19-all,Aa19,all,65,30,aes
Aa19-bbawhistbiospzt,Aa19,bbawhistbiospzt,1,1,aes
Aa19-bbawtempelbib,Aa19,bbawtempelbib,1,1,aes
Aa19-bbawtotenlit,Aa19,bbawtotenlit,3,2,aes
Aa19-sawlit,Aa19,sawlit,55,23,aes
Aa19-sawmedizin,Aa19,sawmedizin,5,3,aes
Aa1_-all,Aa1_,all,2,2,aes
Aa1_-sawlit,Aa1_,sawlit,2,2,aes
Aa2-all,Aa2,all,1750,196,aes
Aa2-bbawamarna,Aa2,bbawamarna,13,12,aes
Aa2-bbawgrabinschriften,Aa2,bbawgrabinschriften,4,4,aes
Aa2-bbawhistbiospzt,Aa2,bbawhistbiospzt,10,3,aes
Aa2-bbawpyramidentexte,Aa2,bbawpyramidentexte,2,2,aes
Aa2-bbawtempelbib,Aa2,bbawtempelbib,63,8,aes
Aa2-bbawtotenlit,Aa2,bbawtotenlit,127,15,aes
Aa2-sawlit,Aa2,sawlit,269,75,aes
Aa2-sawmedizin,Aa2,sawmedizin,1260,75,aes
Aa2-tuebingerstelen,Aa2,tuebingerstelen,2,2,aes
Aa20-all,Aa20,all,78,71,aes
Aa20-bbawamarna,Aa20,bbawamarna,3,3,aes
Aa20-bbawgrabinschriften,Aa20,bbawgrabinschriften,32,32,aes
Aa20-bbawhistbiospzt,Aa20,bbawhistbiospzt,1,1,aes
Aa20-bbawpyramidentexte,Aa20,bbawpyramidentexte,2,2,aes
Aa20-bbawtempelbib,Aa20,bbawtempelbib,6,3,aes
Aa20-bbawtotenlit,Aa20,bbawtotenlit,5,5,aes
Aa20-sawlit,Aa20,sawlit,27,23,aes
Aa20-sawmedizin,Aa20,sawmedizin,2,2,aes
Aa20B-all,Aa20B,all,3,2,aes
Aa20B-bbawhistbiospzt,Aa20B,bbawhistbiospzt,2,1,aes
Aa20B-bbawtempelbib,Aa20B,bbawtempelbib,1,1,aes
Aa21-all,Aa21,all,99,70,aes
Aa21-bbawgrabinschriften,Aa21,bbawgrabinschriften,29,28,aes
Aa21-bbawpyramidentexte,Aa21,bbawpyramidentexte,2,2,aes
Aa21-bbawtempelbib,Aa21,bbawtempelbib,6,5,aes
Aa21-bbawtotenlit,Aa21,bbawtotenlit,3,1,aes
Aa21-sawlit,Aa21,sawlit,32,16,aes
Aa21-sawmedizin,Aa21,sawmedizin,27,18,aes
Aa21A-all,Aa21A,all,3,2,aes
Aa21A-sawlit,Aa21A,sawlit,3,2,aes
Aa22-all,Aa22,all,2,2,aes
Aa22-sawlit,Aa22,sawlit,2,2,aes
Aa23-all,Aa23,all,31,25,aes
Aa23-bbawgrabinschriften,Aa23,bbawgrabinschriften,3,2,aes
Aa23-bbawhistbiospzt,Aa23,bbawhistbiospzt,2,1,aes
Aa23-sawlit,Aa23,sawlit,23,20,aes
Aa23-sawmedizin,Aa23,sawmedizin,3,2,aes
Aa23A-all,Aa23A,all,3,3,aes
Aa23A-bbawtotenlit,Aa23A,bbawtotenlit,2,2,aes
Aa23A-sawmedizin,Aa23A,sawmedizin,1,1,aes
Aa23J-all,Aa23J,all,1,1,aes
Aa23J-bbawpyramidentexte,Aa23J,bbawpyramidentexte,1,1,aes
Aa23O-all,Aa23O,all,2,1,aes
Aa23O-sawlit,Aa23O,sawlit,2,1,aes
Aa24-all,Aa24,all,6,5,aes
Aa24-bbawgrabinschriften,Aa24,bbawgrabinschriften,6,5,aes
Aa24A-all,Aa24A,all,2,1,aes
Aa24A-bbawtotenlit,Aa24A,bbawtotenlit,2,1,aes
Aa25-all,Aa25,all,10,9,aes
Aa25-bbawgrabinschriften,Aa25,bbawgrabinschriften,5,5,aes
Aa25-sawlit,Aa25,sawlit,4,3,aes
Aa25-tuebingerstelen,Aa25,tuebingerstelen,1,1,aes
Aa26-all,Aa26,all,2,2,aes
Aa26-sawlit,Aa26,sawlit,2,2,aes
Aa27-all,Aa27,all,575,189,aes
Aa27-bbawamarna,Aa27,bbawamarna,9,7,aes
Aa27-bbawgrabinschriften,Aa27,bbawgrabinschriften,33,30,aes
Aa27-bbawgraeberspzt,Aa27,bbawgraeberspzt,6,5,aes
Aa27-bbawhistbiospzt,Aa27,bbawhistbiospzt,3,3,aes
Aa27-bbawtempelbib,Aa27,bbawtempelbib,36,7,aes
Aa27-bbawtotenlit,Aa27,bbawtotenlit,101,13,aes
Aa27-sawlit,Aa27,sawlit,100,62,aes
Aa27-sawmedizin,Aa27,sawmedizin,286,61,aes
Aa27-tuebingerstelen,Aa27,tuebingerstelen,1,1,aes
Aa27A-all,Aa27A,all,3,2,aes
Aa27A-sawlit,Aa27A,sawlit,3,2,aes
Aa27B-all,Aa27B,all,1,1,aes
Aa27B-sawlit,Aa27B,sawlit,1,1,aes
Aa27C-all,Aa27C,all,2,2,aes
Aa27C-bbawtotenlit,Aa27C,bbawtotenlit,1,1,aes
Aa27C-sawlit,Aa27C,sawlit,1,1,aes
Aa27D-all,Aa27D,all,12,9,aes
Aa27D-bbawamarna,Aa27D,bbawamarna,6,4,aes
Aa27D-bbawgraeberspzt,Aa27D,bbawgraeberspzt,1,1,aes
Aa27D-bbawtotenlit,Aa27D,bbawtotenlit,1,1,aes
Aa27D-sawlit,Aa27D,sawlit,3,2,aes
Aa27D-tuebingerstelen,Aa27D,tuebingerstelen,1,1,aes
Aa27_-all,Aa27_,all,1,1,aes
Aa27_-sawmedizin,Aa27_,sawmedizin,1,1,aes
Aa28-all,Aa28,all,267,151,aes
Aa28-bbawamarna,Aa28,bbawamarna,14,12,aes
Aa28-bbawgrabinschriften,Aa28,bbawgrabinschriften,35,34,aes
Aa28-bbawhistbiospzt,Aa28,bbawhistbiospzt,19,5,aes
Aa28-bbawtempelbib,Aa28,bbawtempelbib,7,4,aes
Aa28-bbawtotenlit,Aa28,bbawtotenlit,32,10,aes
Aa28-sawlit,Aa28,sawlit,133,68,aes
Aa28-sawmedizin,Aa28,sawmedizin,27,18,aes
Aa29-all,Aa29,all,4,4,aes
Aa29-bbawgrabinschriften,Aa29,bbawgrabinschriften,1,1,aes
Aa29-sawlit,Aa29,sawlit,3,3,aes
Aa3-all,Aa3,all,116,28,aes
Aa3-bbawamarna,Aa3,bbawamarna,1,1,aes
Aa3-bbawgrabinschriften,Aa3,bbawgrabinschriften,1,1,aes
Aa3-bbawtempelbib,Aa3,bbawtempelbib,31,6,aes
Aa3-bbawtotenlit,Aa3,bbawtotenlit,44,11,aes
Aa3-sawlit,Aa3,sawlit,3,2,aes
Aa3-sawmedizin,Aa3,sawmedizin,36,7,aes
Aa30-all,Aa30,all,53,37,aes
Aa30-bbawamarna,Aa30,bbawamarna,7,7,aes
Aa30-bbawgrabinschriften,Aa30,bbawgrabinschriften,1,1,aes
Aa30-bbawhistbiospzt,Aa30,bbawhistbiospzt,1,1,aes
Aa30-bbawtempelbib,Aa30,bbawtempelbib,7,3,aes
Aa30-bbawtotenlit,Aa30,bbawtotenlit,1,1,aes
Aa30-sawlit,Aa30,sawlit,34,23,aes
Aa30-tuebingerstelen,Aa30,tuebingerstelen,2,1,aes
Aa30h-all,Aa30h,all,3,2,aes
Aa30h-sawlit,Aa30h,sawlit,3,2,aes
Aa31-all,Aa31,all,30,29,aes
Aa31-bbawgrabinschriften,Aa31,bbawgrabinschriften,26,26,aes
Aa31-sawlit,Aa31,sawlit,4,3,aes
Aa32-all,Aa32,all,104,39,aes
Aa32-bbawgrabinschriften,Aa32,bbawgrabinschriften,1,1,aes
Aa32-bbawhistbiospzt,Aa32,bbawhistbiospzt,4,1,aes
Aa32-bbawtotenlit,Aa32,bbawtotenlit,2,1,aes
Aa32-sawlit,Aa32,sawlit,12,10,aes
Aa32-sawmedizin,Aa32,sawmedizin,85,26,aes
Aa32A-all,Aa32A,all,7,4,aes
Aa32A-bbawgrabinschriften,Aa32A,bbawgrabinschriften,2,2,aes
Aa32A-sawlit,Aa32A,sawlit,5,2,aes
Aa34-all,Aa34,all,1,1,aes
Aa34-bbawhistbiospzt,Aa34,bbawhistbiospzt,1,1,aes
Aa3A-all,Aa3A,all,2,2,aes
Aa3A-bbawtempelbib,Aa3A,bbawtempelbib,1,1,aes
Aa3A-sawmedizin,Aa3A,sawmedizin,1,1,aes
Aa4-all,Aa4,all,2,2,aes
Aa4-bbawgrabinschriften,Aa4,bbawgrabinschriften,1,1,aes
Aa4-sawlit,Aa4,sawlit,1,1,aes
Aa46-all,Aa46,all,1,1,aes
Aa46-bbawamarna,Aa46,bbawamarna,1,1,aes
Aa5-all,Aa5,all,31,20,aes
Aa5-bbawgrabinschriften,Aa5,bbawgrabinschriften,1,1,aes
Aa5-bbawhistbiospzt,Aa5,bbawhistbiospzt,1,1,aes
Aa5-bbawtempelbib,Aa5,bbawtempelbib,5,4,aes
Aa5-bbawtotenlit,Aa5,bbawtotenlit,1,1,aes
Aa5-sawlit,Aa5,sawlit,16,8,aes
Aa5-sawmedizin,Aa5,sawmedizin,6,4,aes
Aa5-tuebingerstelen,Aa5,tuebingerstelen,1,1,aes
Aa5A-all,Aa5A,all,18,13,aes
Aa5A-bbawgrabinschriften,Aa5A,bbawgrabinschriften,1,1,aes
